name,within,within1,lat,long
Derrymagowan,Clonfeacle (Tyrone portion),Tullyroan,54.4556308461,-6.6558732108
Ballyness,Macosquin,Somerset,55.1076226,-6.6637572296
Bodenstown,Bodenstown,Bodenstown,53.2624411288,-6.6606855509
Walshgraigue,Ambrosetown,Harperstown,52.2655309015,-6.6655608396
Tullycollive,Muckno,Church Hill,54.1282631098,-6.6597258343
Kilmurry,Baltinglass,Talbotstown,52.9143713368,-6.660752305
Drumarg,Armagh (Armagh portion),Armagh Rural,54.3403313174,-6.6644937683
Bovean,Killyman,Drumaspil,54.4814860246,-6.660519627
Ballybeg,Taghmon,Whitechurch,52.3445958758,-6.6657027323
Dolanstown,Rodanstown,Rodanstown,53.4101804463,-6.6522314522
Cargagh,Armagh (Armagh portion),Ballyards,54.3333890485,-6.6667550891
Tullygoonigan,Grange (Armagh portion),Grange,54.3919033794,-6.6636740194
Merginstown Demesne,Dunlavin,Tober,53.0439903941,-6.6404713966
Meenagh,Clonoe,Meenagh,54.5357310299,-6.6596023529
Haystown,Whitechurchglynn,Whitechurch,52.3713699562,-6.6610244576
Antylstown,Donaghmore,Navan Rural,53.6882227279,-6.6633549516
Tamnadoey,Desertlyn,Ballymoghan,54.704733641,-6.6585256396
Moneycarrie Upper,Aghadowey,Aghadowney,55.0089360876,-6.6621543341
Broughan,Lisnadil (Lower Fews portion),Ballyards,54.294298783,-6.660514219
Coolamurry,Rossdroit,The Leap,52.4810946555,-6.6473041536
Spittle Hill,Coleraine,Knockantern,55.1416019149,-6.6596455534
Ballyagan,Desertoghill,Garvagh,54.9887829596,-6.6567815967
Cloghulatagh,Taghmon,Taghmon,52.3325083088,-6.6595663017
Raheennahoon,Kilcowanmore,Ballyhoge,52.4128894761,-6.6548671648
Annahean,Killanny,Drumboory,53.9220839568,-6.6561372909
Island-Tasserty,Ballyaghran,Portstewart,55.1715432697,-6.6619052699
Ballymagown,Desertmartin,Desertmartin,54.7733254773,-6.6626430898
Bricketstown,Whitechurchglynn,Whitechurch,52.3511375155,-6.6578980097
Benjerstown,Siddan,Killary,53.8021549242,-6.6571023043
Kilmore,Kilmore,Kilmore,53.4692854517,-6.6545421119
Culnagrew,Killelagh,Swatragh,54.9159746207,-6.6522073027
Beagh (Temporal),Killelagh,Swatragh,54.8981365875,-6.6594383382
Commons East,Kilcock,Kilcock,53.4043005134,-6.6670884639
Drumbanaway,Ballyclog,Ballyclog,54.6137511571,-6.6593666543
Glenmanus,Ballywillin,Ballylagan,55.1953952994,-6.6619790835
Ballynacarry,Creggan,Crossmaglen,54.0702063468,-6.661514675
Rathkilmore,Kilmore,Kilmore,53.4552691971,-6.65721755
Lisnamoyle Otra,Donaghmoyne,Kilmurry,54.0309361754,-6.6609263838
Moortown Great,Ambrosetown,Harperstown,52.2720699836,-6.6607777142
Mount Sandel,Coleraine,Knockantern,55.116897208,-6.6578372408
Ballintruer More,Donaghmore,Donaghmore,52.981601117,-6.6545511182
Derrycaw,Clonfeacle (Tyrone portion),Tullyroan,54.4614610528,-6.6547091503
Barmoney,Whitechurchglynn,Whitechurch,52.3862789337,-6.6515058226
Woodlands,Moyacomb,Ballintemple,52.7419467032,-6.6580600567
Ballymackilmurry,Grange (Armagh portion),Grange,54.3849499587,-6.6621327786
Monart West,Monart,Killoughrum,52.5318826141,-6.6593204
Sroughmore,Templeshanbo,Ballindaggan,52.5744487593,-6.6530866808
Ballydicken Lower,Tikillin,Kilpatrick,52.3896539446,-6.5487767605
Killary,Killary,Killary,53.7768828577,-6.6567501051
Caddelstown (E.D. Drumcondra),Loughbrackan,Drumcondra,53.8201058546,-6.6636378459
Cloghoge Tievadinna,Donaghmoyne,Donaghmoyne,54.0222791405,-6.6566493326
Shanrah,Killanny,Ballymackney,53.9493485698,-6.6584557534
Lisachrin,Desertoghill,The Grove,54.9456490809,-6.656130194
Rathkenny,Rathkenny,Rathkenny,53.7549614252,-6.6456796119
Derrygally Demesne,Killyman,Drumaspil,54.4688602589,-6.6619523026
Kiltrea,Monart,Killoughrum,52.5062857071,-6.6496649187
Loguestown,Ballywillin,Ballylagan,55.1889843386,-6.660187258
Kinnegoe,Loughgall (Armagh portion),Charlemont,54.412611182,-6.6558451464
Flemingtown South or Tonaphuca,Killashee,Carnalway,53.1597051533,-6.6573235436
Moymucklemurry,Desertlyn,Ballymoghan,54.717799779,-6.6582578516
Woodgraigue,Ambrosetown,Duncormick,52.2609681633,-6.6585083645
Corrinshigagh,Donaghmoyne,Kilmurry,54.0519428711,-6.6585057827
Kill,Rathbran,Eadestown,52.9605987799,-6.6592123486
Liscausy,Artrea (Tyrone portion),Coagh,54.6211286764,-6.6613057333
Lisnahall,Artrea (Tyrone portion),Coagh,54.6318454041,-6.6608759772
Cormoy Lower,Donaghmoyne,Kiltybegs,54.0058920416,-6.6622716319
Aghalarg,Donaghenry,Stewartstown,54.5693049719,-6.6600472596
Calgath,Rodanstown,Rodanstown,53.4208504921,-6.6584022377
Flemingtown North,Killashee,Carnalway,53.1771609613,-6.6603733505
Killary Glebe,Clonoe,Meenagh,54.5531681415,-6.659709261
Coolaw,Taghmon,Taghmon,52.3158491823,-6.6443982929
Tullynahattina,Muckno,Church Hill,54.1346360453,-6.653467819
Clonbartan,Drumcondra,Drumcondra,53.8728291834,-6.6423365546
Ballindrum,Artrea,Springhill,54.67638873,-6.6508133418
Irishtown Upper,Straffan,Straffan,53.3060913726,-6.6543743323
Ballynahone,Artrea (Tyrone portion),Coagh,54.6364415643,-6.6585533341
Holmanhill,Ambrosetown,Duncormick,52.2562697108,-6.661689524
Rochestown,Taghmon,Harperstown,52.287952307,-6.6574471591
Eadstown Middle,Donaghmore,Tuckmill,52.9721893742,-6.6559872119
Drumlusty,Donaghmoyne,Kiltybegs,53.9997152592,-6.6547484513
Birdhill,Drumcondra,Drumcondra,53.8421091119,-6.6569346499
Laragh Demesne,Kilcock,Kilcock,53.3683934104,-6.6496889919
Brigh,Ballyclog,Ballyclog,54.5940496449,-6.6551223931
Tullyard,Creggan,Crossmaglen,54.0898367776,-6.6445634548
Carmean,Desertlyn,Brackagh Slieve Gallion,54.7276569349,-6.6575155431
Phepotstown,Kilmore,Kilmore,53.4421059823,-6.6509645075
Drumconwell,Lisnadil (Lower Fews portion),Ballyards,54.3073144084,-6.6555549114
Carrickavallan,Killanny,Killanny,53.9416506539,-6.6410062001
Ferganstown and Ballymacon,Athlumney,Navan Rural,53.6599541794,-6.6479447399
Ballyphilip,"Saint Mary's, Newtownbarry",St. Mary's,52.6175622756,-6.6515643498
Randalstown,Donaghmore,Donaghmore,52.9959633017,-6.6590005516
Haroldstown,Haroldstown,Haroldstown,52.848832244,-6.6513517148
Monread South,Naas,Naas Urban,53.2332899679,-6.6549481468
Loughan Hill,Coleraine,Ballylagan,55.1472413038,-6.6496292297
Corrstown,Ballywillin,Ballylagan,55.1956537949,-6.6492413639
Martinstown,Kilmore,Kilmore,53.4332658644,-6.6487388045
Coldwells,Ballymore Eustace,Gilltown,53.094226009,-6.6533353388
Corrateemore,Donaghmoyne,Kilmurry,54.0384209213,-6.6605611969
Killyboggin,Desertmartin,Ballymoghan,54.7505485553,-6.6559341633
Drumhillagh,Donaghmoyne,Donaghmoyne,53.9946031497,-6.6585367788
Lisnakelly,Killanny,Ballymackney,53.9861419131,-6.6531228532
Ballykilduff Lower,Haroldstown,Haroldstown,52.8409227951,-6.6560253498
Grange Blundel,Grange (Armagh portion),Grange,54.4035093404,-6.6501351845
Coolremony,Killanny,Ballymackney,53.9707158318,-6.6593423866
Macknagh,Maghera,Swatragh,54.8761975245,-6.6551101699
Moneybrannon,Aghadowey,Aghadowney,55.0493661001,-6.6510235666
Raheen,Donaghmore,Donaghmore,53.0192570474,-6.656178628
Alsmeed,Muckno,Mullyash,54.163672385,-6.6539010389
Blastknock,Taghmon,Taghmon,52.3099894914,-6.6558786746
Culdrum,Macosquin,Drumcroon,55.0643968245,-6.6534077531
Plezica,Dunlavin,Dunlavin,53.0503263278,-6.6565073548
Moneyhore,Rossdroit,The Leap,52.4957527475,-6.6548653368
Moneycarrie Lower,Aghadowey,Aghadowney,55.01502977,-6.654413469
Killinure,Aghowle,Killinure,52.789937842,-6.6398514606
Littlerath,Bodenstown,Bodenstown,53.2768901601,-6.6543822692
Castleroe,Macosquin,Somerset,55.1043788776,-6.6506596503
Graigs,Donaghmore,Navan Rural,53.6941319675,-6.6520741082
Derryscollop,Clonfeacle (Tyrone portion),Tullyroan,54.4432286836,-6.6490656149
Whitestown Upper,Donaghmore,Donaghmore,53.0099457001,-6.6560875437
Ringlestown,Kilmessan,Kilmessan,53.5701641911,-6.6488700279
Aghafad,Killanny,Ballymackney,53.957624112,-6.6549542279
Roestown,Kilcock,Kilcock,53.3795909585,-6.6512290862
Tamlaghtmore,Killyman,Drumaspil,54.4942947201,-6.651163228
Ballycomlargy,Desertlyn,Ballymoghan,54.7345822471,-6.6550982082
Killalish Upper,Kilranelagh,Talbotstown,52.9031816459,-6.6447194643
Woodfieldglen,Baltinglass,Talbotstown,52.9322883315,-6.6570854652
Lambertstown,Kilmessan,Kilmessan,53.5525009575,-6.6586470862
Ladyhill,Bodenstown,Bodenstown,53.2708524138,-6.6565733875
Carrickamone,Creggan,Crossmaglen,54.0641132404,-6.6553407273
Crossland,Desertoghill,The Grove,54.9335927918,-6.6530460952
Corcullioncrew,Donaghmoyne,Kilmurry,54.0591045152,-6.6551790475
Knocknakielt,Termoneeny,Maghera,54.8307799693,-6.6473993077
Longstone,Armagh (Armagh portion),Armagh East Urban,54.3599784097,-6.6495767023
Collins,Aghadowey,Drumcroon,55.0562144642,-6.6518967747
Gateside,Coleraine,Ballylagan,55.1572302674,-6.640874381
Tullycoora,Muckno,Church Hill,54.1452891945,-6.6563009738
Cowpasture,Dunlavin,Tober,53.0374018125,-6.6539099779
Portrush,Ballywillin,Portrush Town,55.2040918683,-6.6530112144
Ballybrolly,Lisnadil (Lower Fews portion),Lisnadill,54.2717318088,-6.6561787706
Gragadder,Kilcock,Kilcock,53.3864372149,-6.6529330545
Castleruddery Lower,Donaghmore,Donaghmore,52.989862381,-6.6481875171
Killalish Lower,Kilranelagh,Talbotstown,52.911066976,-6.6477160735
Bellgrovecross,Duncormick,Duncormick,52.2376755267,-6.6526070799
Letterclery,Donaghenry,Stewartstown,54.5764874016,-6.6538706918
Drumcondra,Drumcondra,Drumcondra,53.8519993354,-6.6546798459
Kilcarn,Kilcarn,Navan Rural,53.6259445027,-6.6424996469
Rathrasna,Drumcondra,Drumcondra,53.8603011495,-6.6534467171
Clarbane,Creggan,Crossmaglen,54.0921947597,-6.656499492
Ballyheridan,Lisnadil (Armagh portion),Ballyards,54.3260770444,-6.650831582
Island Flackey,Ballywillin,Ballylagan,55.1785189893,-6.6581339337
Tomatee,Templeshanbo,Ballindaggan,52.5926826231,-6.6541351619
Tully,Clonkeen,Clonkeen,53.900834994,-6.6561478034
Huntington,Moyacomb,Clonegall,52.6894156078,-6.6521946861
Moortown Little,Ambrosetown,Harperstown,52.2763872824,-6.6517496411
Duncormick,Duncormick,Duncormick,52.2302129231,-6.652200887
Lisnamuck,Aghadowey,Aghadowney,55.0426498861,-6.6528533581
Clonagh,Taghadoe,Straffan,53.3246525799,-6.6522120054
Roshure,Desertmartin,Ballymoghan,54.762651954,-6.6524051641
Aghamoat,Armagh (Armagh portion),Armagh Rural,54.333735482,-6.6591664088
Duncormick Hill,Duncormick,Duncormick,52.2211402371,-6.6567210825
Johnstown,Athlumney,Navan Rural,53.6385301487,-6.6535407396
Cornahove,Creggan,Crossmaglen,54.0750267285,-6.6546020442
Tulleyraine,Killanny,Killanny,53.9529335962,-6.6542316741
Tullakeel,Clonkeen,Clonkeen,53.8904105711,-6.6359952792
Monalee,Templeshanbo,Ballindaggan,52.5630044098,-6.650335146
Moyletra Kill,Desertoghill,Garvagh,54.9620328884,-6.6514237974
Garlegobban,Killanny,Ballymackney,53.9767666609,-6.6439417511
Derrytresk,Clonoe,Mountjoy,54.5122018285,-6.6360164721
Caddelstown (E.D. Killary),Siddan,Killary,53.8206148468,-6.6575908279
Tullyard,Grange (Armagh portion),Grange,54.3716921066,-6.652195496
Ballywillin Bog,Ballywillin,Ballylagan,55.171275342,-6.6522002094
Bailis,Athlumney,Navan Rural,53.6465898035,-6.6560716244
Cross Glebe,Coleraine,Knockantern,55.1372523004,-6.6435446
Graiguelin,Taghadoe,Straffan,53.3566891848,-6.6536294401
Cabragh,Grange (Armagh portion),Grange,54.3801967958,-6.6523049458
Drumlougher,Creggan,Lisleitrim,54.1169693765,-6.6433061872
Tullydrum,Killanny,Killanny,53.9616373642,-6.6539259404
Woodtown,Culmullin,Culmullin,53.4838401765,-6.6379859225
Radrumskean,Killanny,Ballymackney,53.9745227404,-6.6529268006
Riverstown,Tara,Tara,53.5838418898,-6.6395632904
Yolegrew,Coolstuff,Taghmon,52.3152357016,-6.6306616644
Drumdreeny,Donaghmoyne,Kilmurry,54.0458363876,-6.6547560523
Knockaboys,Clonkeen,Clonkeen,53.9092673591,-6.6541213319
Edernagh,Artrea (Tyrone portion),Coagh,54.6237305145,-6.6545013214
Corradoran,Killanny,Killanny,53.940709638,-6.6527360441
Ballydawley alias Crosspatrick,Artrea,Springhill,54.6623667751,-6.6471695158
Glenhall,Macosquin,Somerset,55.0736830621,-6.6322048423
Carricknakielt,Termoneeny,Maghera,54.8240451547,-6.6342025125
Carrickavoley,Donaghmoyne,Donaghmoyne,54.0157191644,-6.651557657
Lislasly,Loughgall (Armagh portion),Charlemont,54.42161453,-6.6524976389
Eadestown North,Donaghmore,Eadestown,52.9743662916,-6.6453348845
Mullinabrone,Aghadowey,Bovagh,55.0075441177,-6.6500686544
Crew,Maghera,Maghera,54.8542232577,-6.6409977102
Toberona,Templescobin,The Leap,52.4839082114,-6.6256720218
Ballinavary,Clonmore,Bree,52.4473970262,-6.6459186049
Rathgeenan,Clonkeen,Clonkeen,53.9045621406,-6.6492871492
Cormoy Upper,Donaghmoyne,Kiltybegs,54.0051260073,-6.6543571747
Killyfaddy,Lisnadil (Lower Fews portion),Lisnadill,54.2906850659,-6.6511080141
Ballyeland,Clonmore,Bree,52.4591693398,-6.6447494243
Clongarran,Moyacomb,Clonegall,52.7113496509,-6.651856175
Cargaghlisnanarney,Donaghmoyne,Kilmurry,54.0312945552,-6.6501227763
Ballyharran Lower,Tikillin,Kilpatrick,52.3621349405,-6.5402998038
Granemore,Keady,Armaghbrague,54.2435842874,-6.6430405424
Crehelp,Crehelp,Tober,53.0651967202,-6.6389376077
Killoon,Ballyclog,Ballyclog,54.6022978688,-6.6510400976
Cradockstown North,Tipper,Naas Urban,53.2060695907,-6.6512762582
Brownscastle,Taghmon,Taghmon,52.3387366204,-6.6497462984
Teer Island,Creggan,Cullyhanna,54.1117032078,-6.6524609241
Graiguesallagh,Taghadoe,Straffan,53.3399537939,-6.6501716126
Siddan,Siddan,Killary,53.8135166582,-6.6498803168
Knockaconey,Grange (Armagh portion),Grange,54.3946381439,-6.6529969736
Castleruddery Upper,Donaghmore,Donaghmore,52.9956367433,-6.6374808234
Clonegal,Moyacomb,Clonegall,52.6985861718,-6.6489928068
West Ballymaclevennon,Ballywillin,Ballylagan,55.1799847887,-6.6509193457
Lisaclare,Clonoe,Meenagh,54.5576356789,-6.6521211501
Doluskey,Artrea,Moneymore,54.6892585609,-6.6509779479
Daars North,Bodenstown,Bodenstown,53.2832731136,-6.6470169106
Scurlogebush,Duncormick,Duncormick,52.2570660721,-6.6474718788
Gortagilly,Desertlyn,Ballymoghan,54.7120185814,-6.6469218095
Tanderagee,Lisnadil (Lower Fews portion),Lisnadill,54.2667055992,-6.6480397311
Lodge,Coleraine,Knockantern,55.124829896,-6.6523731221
Grange,Desertmartin,Desertmartin,54.7888549758,-6.6406578385
Carrarea,Clonmore,Clonmore,52.8342262865,-6.6487580241
Cloghog,Clonoe,Meenagh,54.5416464903,-6.6495648453
Lisalbanagh,Desertlyn,Brackagh Slieve Gallion,54.7396686601,-6.6508167461
Corstown,Drumcondra,Drumcondra,53.8660021561,-6.6268721654
Kealstown,Taghadoe,Straffan,53.3520544082,-6.6398892251
Danes Hill,Coleraine,Ballylagan,55.1511930277,-6.6504683802
Lobinstown,Killary,Killary,53.7908857421,-6.6427897943
Gorteen Lower,Inch,Coolgreany,52.7614303221,-6.2538374381
Desertderrin,Finvoy,The Vow,54.9816093355,-6.5382781514
Cowanstown,Taghadoe,Straffan,53.3478586598,-6.6414613457
Lemonstown,Crehelp,Tober,53.084896509,-6.6417406846
Tray,Donaghmoyne,Kilmurry,54.03913823,-6.652230787
Ballymacilcurr,Maghera,Maghera,54.8626864702,-6.6477254172
Swainstown,Kilmessan,Kilmessan,53.5508208642,-6.6435158573
Luney,Desertmartin,Desertmartin,54.7749338861,-6.6497244977
Lorrug,Dunlavin,Tober,53.0462585704,-6.6498397762
Ballingarry,Killanny,Ballymackney,53.9818202322,-6.6487324298
Carnalbanagh West,Moira,Moira,54.4811026037,-6.2274380468
Eadstown South,Donaghmore,Eadestown,52.9635282802,-6.6511148861
Kerdiffstown,Kerdiffstown,Kill,53.2475834935,-6.637556078
Magheramenagh,Ballywillin,Ballylagan,55.1959159301,-6.6545615564
Blittoge,Donaghmoyne,Kiltybegs,54.0043901837,-6.6462357984
Loguestown,Coleraine,Ballylagan,55.1445557974,-6.6532492049
Annasamry,Loughgall (ONeilland West portion),Tullyroan,54.4354616362,-6.6445381696
Mullagha,Rathkenny,Rathkenny,53.7275167406,-6.64589154
Boleylug,Baltinglass,Eadestown,52.9377214136,-6.650618535
Dunmoe,Dunmoe,Navan Rural,53.683179943,-6.6350591374
Annaghbeg,Donaghmore,Drumaspil,54.5029761988,-6.6429608933
Calga,Philpstown,Clonkeen,53.9125265562,-6.6461558702
Ballygonny More,Arboe (Derry portion),Springhill,54.6381539802,-6.6485700557
Derrykeeran,Tartaraghan,Tartaraghan,54.4738325152,-6.5031323528
Upperland,Maghera,Swatragh,54.8853287934,-6.636529166
Ardinode West,Ballymore Eustace,Gilltown,53.1206848637,-6.648162828
Drumneill,Donaghmoyne,Kiltybegs,54.0107672899,-6.6477294715
Drumgormal,Donaghenry,Stewartstown,54.5673990396,-6.6495386696
Carganamuck,Grange (Armagh portion),Grange,54.3873900488,-6.6513354668
Newtown,Taghmon,Harperstown,52.2939042769,-6.6481434476
Clonogan,Moyacomb,Clonegall,52.7090894728,-6.6429810867
Parkmore,Armagh (Armagh portion),Armagh Rural,54.3376374171,-6.6501928365
Ballygawley,Aghadowey,Aghadowney,55.0211519078,-6.6431187469
Woodtown Lower,Siddan,Killary,53.8208376273,-6.6458915627
Tullyvanus,Muckno,Church Hill,54.1504863471,-6.6495200617
Coolyvenny,Macosquin,Somerset,55.072683388,-6.6479660684
Legmurn,Ballyclog,Ballyclog,54.5850848923,-6.6474476897
Carney Hill,Finvoy,The Vow,54.9767684442,-6.5409682731
Tomogrow,Muckno,Mullyash,54.1741314129,-6.6483357281
Magheramenagh,Ballywillin,Ballylagan,55.1907604727,-6.6515027688
Drummacavoy,Donaghmoyne,Kiltybegs,53.9904545434,-6.6471091719
Ryland Upper,"Saint Mary's, Newtownbarry",Newtownbarry,52.6403265639,-6.640869689
Whitestown Lower,Donaghmore,Donaghmore,53.0050282862,-6.6455370052
Menagh,Aghadowey,Aghadowney,55.0302006683,-6.6533655388
Killeen,Clonoe,Mountjoy,54.5502098588,-6.6462704438
Dunderk,Rathkenny,Rathkenny,53.7119645773,-6.6475835076
Englishtown,Kilranelagh,Talbotstown,52.9249528479,-6.6483740334
Kinsellastown,Crehelp,Tober,53.0765862175,-6.6435118402
Ballywillin,Aghadowey,Aghadowney,55.0314651587,-6.6495592262
Carrhill,Moyacomb,Newtownbarry,52.6627441355,-6.6475548879
Wilkinstown,Whitechurchglynn,Whitechurch,52.3671516171,-6.6436047539
Annaghnaboe,Clonoe,Meenagh,54.5247901107,-6.6417439978
Enniskillen,Artrea (Tyrone portion),Coagh,54.6262371703,-6.6455380462
Poulmarl,Taghmon,Taghmon,52.3257232856,-6.6458633242
Megargy,Magherafelt,Ballymoghan,54.7426240045,-6.642545511
Levitstown,Duncormick,Harperstown,52.2656516924,-6.6451338014
Mullynure,Grange (Armagh portion),Grange,54.3611069444,-6.6427206076
Muskeagh,Kilcommon,Tinahely,52.7998345479,-6.5184897323
Bellasses,Coleraine,Knockantern,55.1291844622,-6.6467234001
Ballabony,Clonkeen,Clonkeen,53.8978942192,-6.6429096503
Ballygonny More,Tamlaght,Springhill,54.6479498182,-6.6430759301
Woodlands,Monart,Killoughrum,52.5388220039,-6.6421794682
Tullybrone,Lisnadil (Upper Fews portion),Armaghbrague,54.2578956922,-6.6397575083
Woodtown Upper,Siddan,Killary,53.8262573056,-6.6395580218
Bellgrove,Duncormick,Duncormick,52.2442826187,-6.6462276533
Keady,Maghera,Swatragh,54.90056447,-6.6415911368
Newtown,Monart,Killoughrum,52.5181009708,-6.6432595549
Ballynastraw,Moyacomb,Moyacomb,52.6750233473,-6.6362144296
Carrickalust,Barronstown,Barronstown,54.0115374,-6.5249301059
Alexander Reid,Athlumney,Navan Rural,53.6469153554,-6.6387338746
Monart East,Monart,Killoughrum,52.523994089,-6.6322136036
Sherlockstown,Sherlockstown,Bodenstown,53.2599706702,-6.6435073484
Ballyredmond,Moyacomb,Clonegall,52.7198171091,-6.6344420321
Money Upper,Aghowle,Money,52.7618525785,-6.6372508916
Ballybought,Ballymore Eustace,Gilltown,53.1101322912,-6.6367778771
Ladycastle Upper,White Church,Bodenstown,53.2956326252,-6.6432503663
Ballynavortha,Moyacomb,Money,52.7443481399,-6.6432595212
Copney,Clonfeacle (Tyrone portion),Killyman,54.4659766405,-6.6404149215
Lisamry,Creggan,Crossmaglen,54.0769946017,-6.6475627779
Corcullionglish,Donaghmoyne,Kilmurry,54.0522539768,-6.6475082431
Cullaville,Creggan,Crossmaglen,54.0643341094,-6.6457424586
Inshinagh,Ballymoney,Enagh,55.0429004983,-6.5340106322
Tirgarvil,Maghera,Swatragh,54.8768604393,-6.6380447227
Athronan,Kilmessan,Kilmessan,53.5427059208,-6.6499415941
Ballyveeny,Ballyclog,Ballyclog,54.608631058,-6.6433158593
Lacknareagh,Barronstown,Barronstown,54.0134673682,-6.5315920638
Alligonstown,Ballymore Eustace,Gilltown,53.0996146315,-6.6366007623
Newtown Lower,Saggart,Rathcoole,53.2653358173,-6.5004379901
Bellury,Desertoghill,Garvagh,54.9757317051,-6.6396430589
Harristown Big,Kilbrideglynn,Kilbride,52.3555264558,-6.641622663
Ballyartan,Coleraine,Ballylagan,55.1424334035,-6.6477943649
Ballymoran,Lisnadil (Lower Fews portion),Lisnadill,54.3133987758,-6.6395748654
Lurganearly,Muckno,Mullyash,54.1616167346,-6.6422681119
Donode Big,Ballymore Eustace,Killashee,53.1555690834,-6.6384254085
Camus,Macosquin,Somerset,55.091427296,-6.6359378005
Movenis,Desertoghill,Bovagh,54.9890314499,-6.6410585209
Tullynagin,Lisnadil (Upper Fews portion),Lisnadill,54.2746178229,-6.6414476845
Johninstown,Taghadoe,Straffan,53.3323721634,-6.6408344247
Clongutery,Kiltale,Kilmessan,53.5352638019,-6.6458558672
Greenan,Drumcondra,Drumcondra,53.8498516005,-6.6375350134
Clontyclay,Killyman,Killyman,54.4741277534,-6.6390862098
Tamnymartin,Maghera,Maghera,54.8455660521,-6.6462665207
Garr,Clonmore,The Leap,52.4677801953,-6.6171373071
Drumbulgan,Ballyclog,Ballyclog,54.6178175667,-6.6474223941
Causestown,Stackallan,Stackallan,53.7033432548,-6.6387513161
Coorduff,"Saint Mary's, Newtownbarry",Newtownbarry,52.6203676699,-6.6356321818
Monaguillagh,Creggan,Crossmaglen,54.0696539978,-6.6429039508
Culmullin,Culmullin,Culmullin,53.4933457981,-6.6207272974
Ballygruby,Artrea,Moneymore,54.6928903244,-6.6356633188
Kilcoony,Ballyclog,Ballyclog,54.5778386731,-6.6450080302
Tullintlisny,Muckno,Church Hill,54.1423617243,-6.6434648435
Templescoby,Templescobin,The Leap,52.4980889214,-6.6291465695
